"","SiteSubsitePlotYear","SiteSubsitePlot","SiteSubsite","SITE","SUBSITE","PLOT","YEAR","STATUS","TISSUE","ValueType","ORIGINAL_NAME","GENUS","GFNARROWwalker","SPECIES_NAME","TREATMENT","RelCover","MOISTURE","LAT","LONG","ELEV","AZONE","SurveyedArea","AlpArc","lat_grid","lon_grid","gridcell","Region","Method","FuncGroup","PlotYearFuncCover","PlotYearDominatingFG","ShrubCover","GraminoidCover","ForbCover","DominatingFG","PlotShrubMean","PlotForbMean","PlotGraminoidMean","AnnualRichness","MeanRichness","Richness","Duration"
"1196","THUFUVER:PALSA:PALSA2_5:1985","THUFUVER:PALSA:PALSA2_5","THUFUVER:PALSA","THUFUVER","PALSA","PALSA2_5",1985,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",3.03030303030303,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",21.2121212121212,"None",63.6363636363636,21.2121212121212,15.1515151515152,"Shrub-Dominated",60.0658969397928,13.8700689432548,26.0640341169524,10,10,10,23
"1197","THUFUVER:PALSA:PALSA2_5:1986","THUFUVER:PALSA:PALSA2_5","THUFUVER:PALSA","THUFUVER","PALSA","PALSA2_5",1986,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",5.71428571428571,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",22.8571428571429,"None",68.5714285714286,22.8571428571429,8.57142857142857,"Shrub-Dominated",60.0658969397928,13.8700689432548,26.0640341169524,9,10,9,23
"1198","THUFUVER:PALSA:PALSA2_5:1987","THUFUVER:PALSA:PALSA2_5","THUFUVER:PALSA","THUFUVER","PALSA","PALSA2_5",1987,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",3.44827586206897,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",34.4827586206897,"None",55.1724137931035,34.4827586206897,10.3448275862069,"Shrub-Dominated",60.0658969397928,13.8700689432548,26.0640341169524,9,10,9,23
"1199","THUFUVER:PALSA:PALSA2_5:1988","THUFUVER:PALSA:PALSA2_5","THUFUVER:PALSA","THUFUVER","PALSA","PALSA2_5",1988,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",5.40540540540541,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",18.9189189189189,"None",67.5675675675676,18.9189189189189,13.5135135135135,"Shrub-Dominated",60.0658969397928,13.8700689432548,26.0640341169524,9,10,9,23
"1200","THUFUVER:PALSA:PALSA2_5:1989","THUFUVER:PALSA:PALSA2_5","THUFUVER:PALSA","THUFUVER","PALSA","PALSA2_5",1989,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",4,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",16,"None",60,16,24,"Shrub-Dominated",60.0658969397928,13.8700689432548,26.0640341169524,10,10,10,23
"1201","THUFUVER:PALSA:PALSA2_5:1990","THUFUVER:PALSA:PALSA2_5","THUFUVER:PALSA","THUFUVER","PALSA","PALSA2_5",1990,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",3.92156862745098,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",37.2549019607843,"None",47.0588235294118,37.2549019607843,15.6862745098039,"None",60.0658969397928,13.8700689432548,26.0640341169524,12,10,12,23
"1202","THUFUVER:PALSA:PALSA2_5:2007","THUFUVER:PALSA:PALSA2_5","THUFUVER:PALSA","THUFUVER","PALSA","PALSA2_5",2007,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",17.741935483871,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",37.0967741935484,"None",56.4516129032258,37.0967741935484,6.45161290322581,"Shrub-Dominated",60.0658969397928,13.8700689432548,26.0640341169524,9,10,9,23
"1203","THUFUVER:PALSA:PALSA2_6:1984","THUFUVER:PALSA:PALSA2_6","THUFUVER:PALSA","THUFUVER","PALSA","PALSA2_6",1984,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",7.69230769230769,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",35.8974358974359,"None",58.974358974359,35.8974358974359,5.12820512820513,"Shrub-Dominated",73.2891621649525,5.07563311550023,21.6352047195472,8,8,8,23
"1204","THUFUVER:PALSA:PALSA2_6:1985","THUFUVER:PALSA:PALSA2_6","THUFUVER:PALSA","THUFUVER","PALSA","PALSA2_6",1985,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",6.45161290322581,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",29.0322580645161,"None",70.9677419354839,29.0322580645161,0,"Shrub-Dominated",73.2891621649525,5.07563311550023,21.6352047195472,7,8,7,23
"1205","THUFUVER:PALSA:PALSA2_6:1986","THUFUVER:PALSA:PALSA2_6","THUFUVER:PALSA","THUFUVER","PALSA","PALSA2_6",1986,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",11.5384615384615,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",23.0769230769231,"None",76.9230769230769,23.0769230769231,0,"Shrub-Dominated",73.2891621649525,5.07563311550023,21.6352047195472,6,8,6,23
"1206","THUFUVER:PALSA:PALSA2_6:1987","THUFUVER:PALSA:PALSA2_6","THUFUVER:PALSA","THUFUVER","PALSA","PALSA2_6",1987,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",8.57142857142857,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",22.8571428571429,"None",71.4285714285714,22.8571428571429,5.71428571428571,"Shrub-Dominated",73.2891621649525,5.07563311550023,21.6352047195472,8,8,8,23
"1207","THUFUVER:PALSA:PALSA2_6:1988","THUFUVER:PALSA:PALSA2_6","THUFUVER:PALSA","THUFUVER","PALSA","PALSA2_6",1988,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",2.32558139534884,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",18.6046511627907,"None",72.093023255814,18.6046511627907,9.30232558139535,"Shrub-Dominated",73.2891621649525,5.07563311550023,21.6352047195472,9,8,9,23
"1208","THUFUVER:PALSA:PALSA2_7:1984","THUFUVER:PALSA:PALSA2_7","THUFUVER:PALSA","THUFUVER","PALSA","PALSA2_7",1984,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",18.1818181818182,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",27.2727272727273,"None",36.3636363636364,27.2727272727273,36.3636363636364,"None",48.4982530696816,28.4032475461047,23.0984993842137,7,7,7,23
"1209","THUFUVER:PALSA:PALSA2_7:1985","THUFUVER:PALSA:PALSA2_7","THUFUVER:PALSA","THUFUVER","PALSA","PALSA2_7",1985,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",14.2857142857143,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",14.2857142857143,"None",28.5714285714286,14.2857142857143,57.1428571428571,"Forb-Dominated",48.4982530696816,28.4032475461047,23.0984993842137,5,7,5,23
"1210","THUFUVER:PALSA:PALSA2_7:1987","THUFUVER:PALSA:PALSA2_7","THUFUVER:PALSA","THUFUVER","PALSA","PALSA2_7",1987,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",15.3846153846154,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",23.0769230769231,"None",46.1538461538462,23.0769230769231,30.7692307692308,"None",48.4982530696816,28.4032475461047,23.0984993842137,9,7,9,23
"1211","THUFUVER:PALSA:PALSA2_7:1988","THUFUVER:PALSA:PALSA2_7","THUFUVER:PALSA","THUFUVER","PALSA","PALSA2_7",1988,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",38.4615384615385,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",38.4615384615385,"None",30.7692307692308,38.4615384615385,30.7692307692308,"None",48.4982530696816,28.4032475461047,23.0984993842137,5,7,5,23
"1212","THUFUVER:PALSA:PALSA2_7:1989","THUFUVER:PALSA:PALSA2_7","THUFUVER:PALSA","THUFUVER","PALSA","PALSA2_7",1989,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",16.6666666666667,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",33.3333333333333,"None",50,33.3333333333333,16.6666666666667,"None",48.4982530696816,28.4032475461047,23.0984993842137,4,7,4,23
"1213","THUFUVER:PALSA:PALSA2_7:2007","THUFUVER:PALSA:PALSA2_7","THUFUVER:PALSA","THUFUVER","PALSA","PALSA2_7",2007,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",5.55555555555556,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",9.25925925925926,"None",79.6296296296296,9.25925925925926,11.1111111111111,"Shrub-Dominated",48.4982530696816,28.4032475461047,23.0984993842137,10,7,10,23
"1214","THUFUVER:PALSA:PALSA2_9:1990","THUFUVER:PALSA:PALSA2_9","THUFUVER:PALSA","THUFUVER","PALSA","PALSA2_9",1990,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",4.16666666666667,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",12.5,"None",70.8333333333333,12.5,16.6666666666667,"Shrub-Dominated",75.4001145810282,10.0241828316047,14.5757025873671,8,7,8,23
"1215","THUFUVER:PALSA:PALSA2_9:2007","THUFUVER:PALSA:PALSA2_9","THUFUVER:PALSA","THUFUVER","PALSA","PALSA2_9",2007,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",48.3870967741936,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",65.5913978494624,"Graminoid-Dominated",24.7311827956989,65.5913978494624,9.67741935483871,"Graminoid-Dominated",75.4001145810282,10.0241828316047,14.5757025873671,10,7,10,23
"1216","THUFUVER:PALSA:PALSA4_1:1984","THUFUVER:PALSA:PALSA4_1","THUFUVER:PALSA","THUFUVER","PALSA","PALSA4_1",1984,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",23.2558139534884,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",23.2558139534884,"None",76.7441860465116,23.2558139534884,0,"Shrub-Dominated",83.4948670353352,0,16.5051329646648,4,5,4,23
"1217","THUFUVER:PALSA:PALSA4_1:1986","THUFUVER:PALSA:PALSA4_1","THUFUVER:PALSA","THUFUVER","PALSA","PALSA4_1",1986,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",12.5,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",15.625,"None",84.375,15.625,0,"Shrub-Dominated",83.4948670353352,0,16.5051329646648,5,5,5,23
"1218","THUFUVER:PALSA:PALSA4_1:1987","THUFUVER:PALSA:PALSA4_1","THUFUVER:PALSA","THUFUVER","PALSA","PALSA4_1",1987,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",11.7647058823529,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",14.7058823529412,"None",85.2941176470588,14.7058823529412,0,"Shrub-Dominated",83.4948670353352,0,16.5051329646648,5,5,5,23
"1219","THUFUVER:PALSA:PALSA4_1:1989","THUFUVER:PALSA:PALSA4_1","THUFUVER:PALSA","THUFUVER","PALSA","PALSA4_1",1989,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",8.69565217391304,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",17.3913043478261,"None",82.6086956521739,17.3913043478261,0,"Shrub-Dominated",83.4948670353352,0,16.5051329646648,5,5,5,23
"1220","THUFUVER:PALSA:PALSA4_1:1990","THUFUVER:PALSA:PALSA4_1","THUFUVER:PALSA","THUFUVER","PALSA","PALSA4_1",1990,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",21.6216216216216,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",21.6216216216216,"None",78.3783783783784,21.6216216216216,0,"Shrub-Dominated",83.4948670353352,0,16.5051329646648,4,5,4,23
"1221","THUFUVER:PALSA:PALSA4_1:2007","THUFUVER:PALSA:PALSA4_1","THUFUVER:PALSA","THUFUVER","PALSA","PALSA4_1",2007,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",13.3333333333333,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",14.6666666666667,"None",85.3333333333333,14.6666666666667,0,"Shrub-Dominated",83.4948670353352,0,16.5051329646648,5,5,5,23
"1222","THUFUVER:PALSA:PALSA4_10:1984","THUFUVER:PALSA:PALSA4_10","THUFUVER:PALSA","THUFUVER","PALSA","PALSA4_10",1984,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",8.33333333333333,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",13.8888888888889,"None",80.5555555555556,13.8888888888889,5.55555555555556,"Shrub-Dominated",80.1144467448815,3.01587301587302,16.8696802392455,6,6,6,23
"1223","THUFUVER:PALSA:PALSA4_10:1985","THUFUVER:PALSA:PALSA4_10","THUFUVER:PALSA","THUFUVER","PALSA","PALSA4_10",1985,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",7.5,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",10,"None",90,10,0,"Shrub-Dominated",80.1144467448815,3.01587301587302,16.8696802392455,6,6,6,23
"1224","THUFUVER:PALSA:PALSA4_10:1987","THUFUVER:PALSA:PALSA4_10","THUFUVER:PALSA","THUFUVER","PALSA","PALSA4_10",1987,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",12.962962962963,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",12.962962962963,"None",87.037037037037,12.962962962963,0,"Shrub-Dominated",80.1144467448815,3.01587301587302,16.8696802392455,6,6,6,23
"1225","THUFUVER:PALSA:PALSA4_10:1988","THUFUVER:PALSA:PALSA4_10","THUFUVER:PALSA","THUFUVER","PALSA","PALSA4_10",1988,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",10,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",15,"None",85,15,0,"Shrub-Dominated",80.1144467448815,3.01587301587302,16.8696802392455,6,6,6,23
"1226","THUFUVER:PALSA:PALSA4_10:2007","THUFUVER:PALSA:PALSA4_10","THUFUVER:PALSA","THUFUVER","PALSA","PALSA4_10",2007,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",37.1428571428571,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",37.1428571428571,"None",51.4285714285714,37.1428571428571,11.4285714285714,"Shrub-Dominated",80.1144467448815,3.01587301587302,16.8696802392455,5,6,5,23
"1227","THUFUVER:PALSA:PALSA4_2:1984","THUFUVER:PALSA:PALSA4_2","THUFUVER:PALSA","THUFUVER","PALSA","PALSA4_2",1984,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",6.06060606060606,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",12.1212121212121,"None",87.8787878787879,12.1212121212121,0,"Shrub-Dominated",84.4255315762669,0,15.5744684237331,5,5,5,23
"1228","THUFUVER:PALSA:PALSA4_2:1985","THUFUVER:PALSA:PALSA4_2","THUFUVER:PALSA","THUFUVER","PALSA","PALSA4_2",1985,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",9.09090909090909,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",9.09090909090909,"None",90.9090909090909,9.09090909090909,0,"Shrub-Dominated",84.4255315762669,0,15.5744684237331,4,5,4,23
"1229","THUFUVER:PALSA:PALSA4_2:1986","THUFUVER:PALSA:PALSA4_2","THUFUVER:PALSA","THUFUVER","PALSA","PALSA4_2",1986,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",6.06060606060606,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",6.06060606060606,"None",93.9393939393939,6.06060606060606,0,"Shrub-Dominated",84.4255315762669,0,15.5744684237331,4,5,4,23
"1230","THUFUVER:PALSA:PALSA4_2:1987","THUFUVER:PALSA:PALSA4_2","THUFUVER:PALSA","THUFUVER","PALSA","PALSA4_2",1987,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",10,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",17.5,"None",82.5,17.5,0,"Shrub-Dominated",84.4255315762669,0,15.5744684237331,6,5,6,23
"1231","THUFUVER:PALSA:PALSA4_2:1989","THUFUVER:PALSA:PALSA4_2","THUFUVER:PALSA","THUFUVER","PALSA","PALSA4_2",1989,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",20,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",23.3333333333333,"None",76.6666666666667,23.3333333333333,0,"Shrub-Dominated",84.4255315762669,0,15.5744684237331,5,5,5,23
"1232","THUFUVER:PALSA:PALSA4_2:1990","THUFUVER:PALSA:PALSA4_2","THUFUVER:PALSA","THUFUVER","PALSA","PALSA4_2",1990,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",26.4705882352941,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",29.4117647058824,"None",70.5882352941177,29.4117647058824,0,"Shrub-Dominated",84.4255315762669,0,15.5744684237331,5,5,5,23
"1233","THUFUVER:PALSA:PALSA4_2:2007","THUFUVER:PALSA:PALSA4_2","THUFUVER:PALSA","THUFUVER","PALSA","PALSA4_2",2007,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",14.5454545454545,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",16.3636363636364,"None",83.6363636363636,16.3636363636364,0,"Shrub-Dominated",84.4255315762669,0,15.5744684237331,6,5,6,23
"1234","THUFUVER:PALSA:PALSA4_3:1984","THUFUVER:PALSA:PALSA4_3","THUFUVER:PALSA","THUFUVER","PALSA","PALSA4_3",1984,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",13.953488372093,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",13.953488372093,"None",86.046511627907,13.953488372093,0,"Shrub-Dominated",87.0777407039865,1.24252731395589,11.6797319820576,5,5,5,23
"1235","THUFUVER:PALSA:PALSA4_3:1985","THUFUVER:PALSA:PALSA4_3","THUFUVER:PALSA","THUFUVER","PALSA","PALSA4_3",1985,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",14.8148148148148,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",14.8148148148148,"None",85.1851851851852,14.8148148148148,0,"Shrub-Dominated",87.0777407039865,1.24252731395589,11.6797319820576,4,5,4,23
"1236","THUFUVER:PALSA:PALSA4_3:1986","THUFUVER:PALSA:PALSA4_3","THUFUVER:PALSA","THUFUVER","PALSA","PALSA4_3",1986,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",6,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",6,"None",94,6,0,"Shrub-Dominated",87.0777407039865,1.24252731395589,11.6797319820576,4,5,4,23
"1237","THUFUVER:PALSA:PALSA4_3:1987","THUFUVER:PALSA:PALSA4_3","THUFUVER:PALSA","THUFUVER","PALSA","PALSA4_3",1987,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",9.09090909090909,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",9.09090909090909,"None",90.9090909090909,9.09090909090909,0,"Shrub-Dominated",87.0777407039865,1.24252731395589,11.6797319820576,4,5,4,23
"1238","THUFUVER:PALSA:PALSA4_3:1988","THUFUVER:PALSA:PALSA4_3","THUFUVER:PALSA","THUFUVER","PALSA","PALSA4_3",1988,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",11.1111111111111,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",11.1111111111111,"None",86.6666666666667,11.1111111111111,2.22222222222222,"Shrub-Dominated",87.0777407039865,1.24252731395589,11.6797319820576,5,5,5,23
"1239","THUFUVER:PALSA:PALSA4_3:1989","THUFUVER:PALSA:PALSA4_3","THUFUVER:PALSA","THUFUVER","PALSA","PALSA4_3",1989,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",6,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",6,"None",94,6,0,"Shrub-Dominated",87.0777407039865,1.24252731395589,11.6797319820576,4,5,4,23
"1240","THUFUVER:PALSA:PALSA4_3:1990","THUFUVER:PALSA:PALSA4_3","THUFUVER:PALSA","THUFUVER","PALSA","PALSA4_3",1990,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",14.2857142857143,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",14.2857142857143,"None",81.6326530612245,14.2857142857143,4.08163265306122,"Shrub-Dominated",87.0777407039865,1.24252731395589,11.6797319820576,6,5,6,23
"1241","THUFUVER:PALSA:PALSA4_3:2007","THUFUVER:PALSA:PALSA4_3","THUFUVER:PALSA","THUFUVER","PALSA","PALSA4_3",2007,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",14.5454545454545,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",18.1818181818182,"None",78.1818181818182,18.1818181818182,3.63636363636364,"Shrub-Dominated",87.0777407039865,1.24252731395589,11.6797319820576,9,5,9,23
"1242","THUFUVER:PALSA:PALSA4_4:1984","THUFUVER:PALSA:PALSA4_4","THUFUVER:PALSA","THUFUVER","PALSA","PALSA4_4",1984,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",8.06451612903226,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",8.06451612903226,"None",88.7096774193548,8.06451612903226,3.2258064516129,"Shrub-Dominated",80.0248759029387,4.28038469426986,15.6947394027915,6,7,6,23
"1243","THUFUVER:PALSA:PALSA4_4:1985","THUFUVER:PALSA:PALSA4_4","THUFUVER:PALSA","THUFUVER","PALSA","PALSA4_4",1985,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",17.741935483871,"DRY",64.57,-18.6,600,"LOW","0.25","Subarctic",64.5,-18.5,"_64.5_-18.5","GreenIceLand","Point-framing (sum)","Graminoid",17.741935483871,"None",75.8064516129032,17.741935483871,6.45161290322581,"Shrub-Dominated",80.0248759029387,4.28038469426986,15.6947394027915,8,7,8,23
